,location_id,ra,dec,vlos,evlos,j,ej,h,eh,k,ek,teff,teff_err,logg,logg_err,m_h,m_h_err,alpha_m,alpha_m_err,[C/M],[CI/M],[N/M],[O/M],[Na/H],[Mg/M],[Al/H],[Si/M],[P/H],[S/M],[K/H],[Ca/M],[Ti/M],[TiII/M],[V/H],[Cr/H],[Mn/H],[Fe/H],[Co/H],[Ni/H],[Cu/H],[Ge/H],[Ce/H],[Rb/H],[Y/H],[Nd/H],err_[C/M],err_[CI/M],err_[N/M],err_[O/M],err_[Na/H],err_[Mg/M],err_[Al/H],err_[Si/M],err_[P/H],err_[S/M],err_[K/H],err_[Ca/M],err_[Ti/M],err_[TiII/M],err_[V/H],err_[Cr/H],err_[Mn/H],err_[Fe/H],err_[Co/H],err_[Ni/H],err_[Cu/H],err_[Ge/H],err_[Ce/H],err_[Rb/H],err_[Y/H],err_[Nd/H],ra_gaia,dec_gaia,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,meandist,diststd,mass,mass_error
158,    4.40100e+03,    2.84829e+02,    4.42666e+01,   -2.82756e+00,    3.19411e-03,    8.72400e+00,    2.10000e-02,    8.17300e+00,    1.80000e-02,    8.04800e+00,    1.60000e-02,    4.71889e+03,    7.16443e+01,    2.52621e+00,    5.75316e-02,   -1.80347e-01,    3.26548e-02,    2.50139e-02,    1.40540e-02,   -8.62710e-02,   -1.68070e-01,    3.08220e-01,    2.98491e-03,    1.78656e-01,    4.48779e-02,    7.94449e-02,    1.20949e-02,    5.87778e-02,   -1.81484e-03,    6.36199e-02,    7.68861e-03,    5.49785e-03,    1.33487e-01,    1.53673e-02,    5.53272e-02,   -5.98415e-02,    4.36209e-03,    1.19230e-02,    4.24460e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    5.18684e-02,   -9.99900e+03,   -9.99900e+03,    3.35356e-02,    4.45633e-02,    4.96637e-02,    3.00258e-02,    7.52338e-02,    1.93365e-02,    4.99611e-02,    2.57976e-02,    8.94924e-02,    5.16824e-02,    3.38027e-02,    2.08347e-02,    3.60513e-02,    8.84996e-02,    6.77960e-02,    3.61963e-02,    2.43700e-02,    8.41106e-03,    6.33033e-02,    1.54300e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.18554e-01,   -9.99900e+03,   -9.99900e+03,    2.84829e+02,    4.42667e+01,    1.21000e-01,    2.25000e-01,    1.00000e+00,    2.80000e-01,    6.75000e+00,    8.83000e-01,    1.16330e+01,    5.44000e-01,    9.21215e-01,    1.09086e-01,    1.38000e+00,    2.20000e-01
159,    4.40700e+03,    2.84834e+02,    3.92104e+01,    1.41420e+01,    4.32382e-03,    9.23300e+00,    2.60000e-02,    8.70400e+00,    2.10000e-02,    8.57800e+00,    1.70000e-02,    4.88981e+03,    7.88931e+01,    2.54016e+00,    4.15715e-02,    4.82589e-02,    3.18318e-02,    2.56456e-03,    1.17224e-02,   -1.03870e-01,   -1.35620e-01,    3.57670e-01,   -2.50478e-02,    2.64843e-01,   -1.65098e-03,   -7.30865e-05,   -4.85441e-03,   -6.45050e-02,   -7.01689e-03,   -5.22405e-02,   -2.01746e-03,   -2.58175e-02,    2.46355e-02,   -7.48822e-02,    1.96959e-03,   -8.42495e-03,    1.04068e-02,    4.62239e-02,    2.22887e-03,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    6.11966e-02,   -9.99900e+03,   -9.99900e+03,    3.40145e-02,    4.22164e-02,    4.99041e-02,    3.01812e-02,    7.84327e-02,    1.62286e-02,    5.23704e-02,    2.44900e-02,    9.15417e-02,    4.74713e-02,    3.17524e-02,    1.86515e-02,    3.54308e-02,    9.22765e-02,    7.04217e-02,    3.38591e-02,    2.26117e-02,    7.33486e-03,    7.12401e-02,    1.39410e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    8.02241e-02,   -9.99900e+03,   -9.99900e+03,    2.84834e+02,    3.92104e+01,    1.51000e-01,    2.08000e-01,    7.90000e-01,    2.70000e-01,    2.84000e-01,    1.02200e+00,   -3.89700e+00,    7.47000e-01,    1.17087e+00,    1.61118e-01,    1.78000e+00,    9.00000e-02
160,    4.40100e+03,    2.84883e+02,    4.58780e+01,    9.06939e+00,    2.91578e-03,    8.42200e+00,    2.40000e-02,    7.97800e+00,    2.30000e-02,    7.87700e+00,    1.40000e-02,    4.93661e+03,    8.15889e+01,    2.50117e+00,    4.54947e-02,   -1.34186e-01,    3.60276e-02,    2.30231e-02,    1.35457e-02,   -2.58640e-01,   -1.94550e-01,    3.79700e-01,   -1.96105e-02,   -1.86000e+00,    3.14218e-02,    4.82649e-02,    4.46573e-02,   -5.84423e-02,    1.96725e-02,    3.06551e-03,    3.91236e-03,   -4.19757e-02,    2.20032e-01,   -2.52937e-02,    1.80237e-03,   -2.28197e-02,    4.17620e-04,   -5.40251e-02,    1.24557e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.18469e-01,   -9.99900e+03,   -9.99900e+03,    3.98343e-02,    4.75045e-02,    5.76420e-02,    3.49984e-02,    1.89897e-01,    1.83564e-02,    5.71516e-02,    2.69911e-02,    9.50951e-02,    5.17419e-02,    3.48732e-02,    2.10765e-02,    3.96231e-02,    9.70699e-02,    7.73421e-02,    3.85176e-02,    2.54268e-02,    7.89795e-03,    7.39712e-02,    1.58733e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    9.21059e-02,   -9.99900e+03,   -9.99900e+03,    2.84883e+02,    4.58779e+01,    1.89000e-01,    3.21000e-01,    1.55000e+00,    4.50000e-01,   -3.98800e+00,    1.56400e+00,   -1.88880e+01,    4.68000e-01,    8.64372e-01,    1.08976e-01,    2.19000e+00,    1.80000e-01
161,    4.40100e+03,    2.84895e+02,    4.48472e+01,   -8.63986e+00,    3.37181e-03,    9.32800e+00,    2.00000e-02,    8.80500e+00,    1.60000e-02,    8.70100e+00,    1.30000e-02,    4.68677e+03,    7.00802e+01,    2.34339e+00,    3.98435e-02,   -9.13759e-02,    3.05782e-02,    1.56588e-01,    1.30974e-02,    8.95040e-02,    3.99270e-02,    2.70720e-01,    1.47084e-01,    1.89814e-02,    2.32927e-01,    1.74595e-01,    1.28293e-01,    5.05308e-02,    1.84044e-01,    1.37634e-01,    5.19385e-02,    1.12165e-01,    1.31483e-01,   -3.05340e-01,   -8.88377e-03,   -8.17093e-02,   -6.12131e-03,    1.98065e-01,    4.50896e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,   -4.88772e-02,   -9.99900e+03,   -9.99900e+03,    3.07803e-02,    4.19093e-02,    4.59411e-02,    2.77160e-02,    7.30839e-02,    1.82246e-02,    4.75703e-02,    2.45324e-02,    8.75922e-02,    4.95095e-02,    3.22193e-02,    1.95948e-02,    3.39662e-02,    8.59684e-02,    6.43545e-02,    3.38589e-02,    2.29465e-02,    8.12783e-03,    6.17320e-02,    1.44473e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.26471e-01,   -9.99900e+03,   -9.99900e+03,    2.84895e+02,    4.48472e+01,    1.11000e-01,    2.92000e-01,    1.14000e+00,    2.50000e-01,    4.85100e+00,    1.20500e+00,    9.32200e+00,    1.27900e+00,    1.19920e+00,    1.35304e-01,    1.01000e+00,    9.00000e-02
162,    4.41000e+03,    2.84910e+02,    4.17301e+01,   -1.33218e+01,    4.44598e-03,    9.06500e+00,    2.00000e-02,    8.51000e+00,    2.70000e-02,    8.40600e+00,    1.80000e-02,    4.81046e+03,    7.53749e+01,    2.43306e+00,    4.12529e-02,   -3.01179e-02,    3.17359e-02,    2.55900e-02,    1.24749e-02,   -1.18600e-01,   -1.22700e-01,    2.94890e-01,   -9.55630e-02,   -2.02381e-02,    4.16524e-02,    8.44921e-02,    2.93023e-02,   -4.65772e-02,   -2.17550e-02,    4.67908e-02,   -6.08745e-03,    7.24298e-03,    1.06696e-01,   -1.16983e-01,    3.15593e-02,   -1.62192e-03,    5.04035e-03,    9.86732e-02,   -8.29893e-03,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.22505e-03,   -9.99900e+03,   -9.99900e+03,    3.32039e-02,    4.26421e-02,    4.89895e-02,    2.96106e-02,    7.65868e-02,    1.72660e-02,    5.08041e-02,    2.47731e-02,    9.02553e-02,    4.87731e-02,    3.22796e-02,    1.92984e-02,    3.52472e-02,    9.00985e-02,    6.85359e-02,    3.43460e-02,    2.30482e-02,    7.71830e-03,    6.73937e-02,    1.43546e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    9.75505e-02,   -9.99900e+03,   -9.99900e+03,    2.84910e+02,    4.17302e+01,    1.10000e-01,    2.09000e-01,    8.70000e-01,    2.90000e-01,    2.01700e+00,    1.37700e+00,    9.22600e+00,    5.99000e-01,    1.04334e+00,    1.19497e-01,    1.42000e+00,    1.10000e-01
163,    4.40600e+03,    2.84916e+02,    4.91718e+01,   -7.48697e+01,    1.07613e-02,    1.03160e+01,    2.40000e-02,    9.78000e+00,    1.50000e-02,    9.68200e+00,    1.80000e-02,    4.74010e+03,    7.27113e+01,    2.32502e+00,    4.32671e-02,   -2.44646e-01,    3.42054e-02,    1.65815e-01,    1.47885e-02,    8.19880e-02,    1.03230e-01,    1.97760e-01,    1.95775e-01,   -3.89883e-01,    2.13835e-01,    2.35915e-01,    1.31821e-01,   -1.95854e-01,    1.73353e-01,    1.73312e-01,    6.87852e-02,    7.89644e-02,    2.53447e-01,    2.64411e-01,   -3.13058e-02,   -1.13961e-01,    3.65299e-03,   -1.44333e-02,    7.64112e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    7.59897e-02,   -9.99900e+03,   -9.99900e+03,    3.56154e-02,    4.65485e-02,    5.24581e-02,    3.17629e-02,    1.02411e-01,    2.01857e-02,    5.16950e-02,    2.67367e-02,    9.08374e-02,    5.33015e-02,    3.49789e-02,    2.17714e-02,    3.75985e-02,    9.02950e-02,    7.03049e-02,    3.79550e-02,    2.54378e-02,    8.62508e-03,    6.43737e-02,    1.61733e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.56802e-01,   -9.99900e+03,   -9.99900e+03,    2.84916e+02,    4.91717e+01,    2.35000e-01,    3.96000e-01,    5.70000e-01,    4.80000e-01,   -7.04400e+00,    1.74500e+00,   -7.90000e-01,    1.20500e+00,    1.94275e+00,    2.98438e-01,    8.80000e-01,    1.10000e-01
164,    4.41000e+03,    2.84946e+02,    4.07578e+01,   -3.89755e+01,    5.95905e-03,    9.60900e+00,    2.20000e-02,    9.05700e+00,    2.20000e-02,    8.90500e+00,    1.70000e-02,    4.74263e+03,    7.21870e+01,    2.45639e+00,    3.88054e-02,    4.87330e-02,    2.92850e-02,    4.34947e-02,    1.17199e-02,   -7.48910e-02,   -9.64610e-02,    2.45940e-01,   -7.71309e-03,   -2.58898e+00,    8.57759e-02,    2.25877e-02,    6.18833e-02,   -2.21696e-01,   -5.06585e-02,   -6.14286e-02,    1.04098e-02,    1.69986e-02,   -1.98383e-03,   -4.36573e-01,   -3.83283e-02,   -2.52968e-02,    7.35105e-03,    2.49655e-02,    2.86076e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    2.43384e-01,   -9.99900e+03,   -9.99900e+03,    2.96797e-02,    3.97419e-02,    4.42954e-02,    2.66987e-02,    2.91592e-01,    1.64416e-02,    4.73599e-02,    2.34124e-02,    8.74970e-02,    4.67678e-02,    3.06473e-02,    1.81449e-02,    3.27407e-02,    8.62466e-02,    6.37287e-02,    3.18532e-02,    2.15835e-02,    7.54430e-03,    6.40748e-02,    1.34006e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    7.99422e-02,   -9.99900e+03,   -9.99900e+03,    2.84946e+02,    4.07577e+01,    1.96000e-01,    4.21000e-01,    6.20000e-01,    4.70000e-01,   -2.03400e+00,    2.87900e+00,   -4.50000e-01,    1.23500e+00,    1.44309e+00,    2.70861e-01,    1.08000e+00,    7.00000e-02
165,    4.40100e+03,    2.84994e+02,    4.62417e+01,   -1.65457e+01,    7.24266e-03,    1.02780e+01,    2.00000e-02,    9.79000e+00,    1.80000e-02,    9.67600e+00,    1.60000e-02,    4.85860e+03,    7.81386e+01,    2.93828e+00,    6.02587e-02,   -2.60068e-01,    3.68765e-02,    3.63384e-02,    1.49684e-02,   -1.02210e-01,   -3.49550e-02,    2.65840e-01,   -1.67840e-02,    1.31327e-01,    7.60344e-02,    8.80286e-03,    3.43961e-02,   -2.51235e-01,   -2.30273e-02,    1.94265e-02,    2.34048e-02,   -1.21256e-02,    6.80987e-02,   -3.42389e-02,   -6.97985e-02,   -6.38483e-02,   -8.16822e-04,   -1.21501e-02,    5.40704e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    3.20581e-01,   -9.99900e+03,   -9.99900e+03,    4.01260e-02,    4.92689e-02,    5.82532e-02,    3.53763e-02,    8.12391e-02,    2.01858e-02,    5.63129e-02,    2.79138e-02,    9.43888e-02,    5.43097e-02,    3.62370e-02,    2.24690e-02,    4.03549e-02,    9.55753e-02,    7.65838e-02,    4.02303e-02,    2.66337e-02,    8.48959e-03,    7.01336e-02,    1.68588e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    8.73636e-02,   -9.99900e+03,   -9.99900e+03,    2.84994e+02,    4.62417e+01,    1.16000e-01,    2.60000e-01,    9.20000e-01,    2.40000e-01,    8.78800e+00,    1.01500e+00,   -5.47800e+00,    1.15900e+00,    1.03159e+00,    7.54120e-02,    1.32000e+00,    1.00000e-01
166,    4.40100e+03,    2.85000e+02,    4.46033e+01,   -3.15506e-01,    4.69590e-03,    9.56600e+00,    2.10000e-02,    9.02000e+00,    1.80000e-02,    8.89900e+00,    1.60000e-02,    4.67508e+03,    6.96469e+01,    2.60110e+00,    5.59897e-02,   -1.19752e-01,    3.08411e-02,    4.32562e-02,    1.33956e-02,   -5.71070e-02,   -8.87930e-02,    1.73060e-01,    5.09281e-02,    1.93654e-03,    9.29155e-02,    8.86558e-02,    2.46118e-02,   -1.37791e-01,    1.85020e-02,    7.26622e-02,    3.39443e-02,    8.77230e-03,    1.20653e-01,   -2.16665e-02,    5.87839e-02,   -1.24037e-01,    8.42600e-03,    1.11492e-02,    2.43887e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    2.77081e-01,   -9.99900e+03,   -9.99900e+03,    3.09985e-02,    4.23566e-02,    4.62692e-02,    2.79189e-02,    7.30255e-02,    1.86091e-02,    4.76021e-02,    2.47631e-02,    8.76025e-02,    5.00824e-02,    3.25448e-02,    1.99010e-02,    3.42138e-02,    8.58989e-02,    6.44672e-02,    3.42755e-02,    2.32304e-02,    8.25194e-03,    6.12532e-02,    1.46677e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    7.92759e-02,   -9.99900e+03,   -9.99900e+03,    2.85000e+02,    4.46033e+01,    1.32000e-01,    2.41000e-01,    1.05000e+00,    2.60000e-01,    2.52700e+00,    1.13400e+00,    1.34080e+01,    1.04400e+00,    1.19768e+00,    1.36001e-01,    1.09000e+00,    1.30000e-01
167,    4.40700e+03,    2.85009e+02,    3.85471e+01,   -5.69683e+01,    5.07997e-03,    9.76600e+00,    2.10000e-02,    9.22000e+00,    2.70000e-02,    9.01000e+00,    1.70000e-02,    4.59946e+03,    6.97641e+01,    2.69066e+00,    5.13430e-02,    2.52578e-01,    2.39498e-02,    7.56051e-04,    1.04089e-02,   -5.35560e-02,   -1.51900e-01,    4.36030e-01,   -2.72839e-02,    5.41832e-02,    2.97086e-02,   -2.31024e-02,   -3.22703e-02,   -3.60228e-01,   -3.58508e-02,    4.68840e-02,   -7.16042e-02,    4.12185e-02,   -1.23168e-01,    8.51682e-02,   -4.91914e-02,    1.04098e-01,   -1.00748e-02,    1.52236e-01,    4.67163e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.97640e-01,   -9.99900e+03,   -9.99900e+03,    2.42243e-02,    3.64765e-02,    3.63181e-02,    2.30337e-02,    7.22922e-02,    1.55506e-02,    4.28386e-02,    2.14207e-02,    8.80225e-02,    4.69147e-02,    3.18147e-02,    1.81527e-02,    2.97990e-02,    8.17067e-02,    5.81098e-02,    3.00100e-02,    2.10766e-02,    7.24361e-03,    6.50819e-02,    1.33898e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    8.36873e-02,   -9.99900e+03,   -9.99900e+03,    2.85009e+02,    3.85471e+01,    1.56000e-01,    2.21000e-01,    9.60000e-01,    2.60000e-01,   -2.73000e-01,    6.88000e-01,    8.34600e+00,    7.04000e-01,    1.13927e+00,    1.54634e-01,    1.44000e+00,    1.40000e-01
168,    4.40100e+03,    2.85018e+02,    4.60789e+01,   -9.17005e+01,    4.07323e-03,    9.66800e+00,    2.20000e-02,    9.13800e+00,    1.80000e-02,    8.99700e+00,    1.60000e-02,    4.63328e+03,    6.76641e+01,    2.37392e+00,    3.74979e-02,    3.95951e-03,    2.81960e-02,    1.32516e-01,    1.21449e-02,    4.88770e-02,   -3.42090e-02,    1.75550e-01,    1.20413e-01,    1.92727e-01,    1.95795e-01,    1.72040e-01,    8.74159e-02,   -9.87007e-03,    8.81633e-02,    1.68122e-01,    5.68401e-02,    9.49384e-02,    3.20314e-01,    1.17149e-02,   -1.98629e-02,   -8.04564e-02,   -7.79480e-03,    2.71255e-01,    3.03893e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    2.01430e-01,   -9.99900e+03,   -9.99900e+03,    2.75913e-02,    3.89380e-02,    4.16193e-02,    2.50404e-02,    7.02365e-02,    1.71334e-02,    4.45557e-02,    2.31118e-02,    8.51050e-02,    4.71930e-02,    3.04666e-02,    1.82838e-02,    3.15443e-02,    8.26154e-02,    6.00843e-02,    3.12759e-02,    2.13857e-02,    7.86359e-03,    5.92774e-02,    1.33957e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    8.01098e-02,   -9.99900e+03,   -9.99900e+03,    2.85018e+02,    4.60789e+01,    2.03000e-01,    3.13000e-01,    5.00000e-01,    3.70000e-01,   -3.46500e+00,    1.31400e+00,    5.39800e+00,    9.31000e-01,    1.33970e+00,    1.18280e-01,    1.03000e+00,    1.30000e-01
169,    4.40700e+03,    2.85030e+02,    3.95089e+01,    1.27051e+01,    1.43117e-02,    1.05140e+01,    2.30000e-02,    1.00330e+01,    2.20000e-02,    9.93000e+00,    1.80000e-02,    4.96490e+03,    8.34887e+01,    3.20716e+00,    6.25402e-02,   -3.26117e-01,    4.05691e-02,    5.17258e-02,    1.57710e-02,   -3.63550e-02,    5.25700e-03,    3.51360e-02,    3.05368e-02,   -9.50911e-01,    1.20184e-01,    7.70188e-02,   -1.46549e-02,    1.04942e-01,    4.35988e-02,    6.72499e-02,    4.24824e-02,    6.06108e-02,    1.05666e-01,   -8.96534e-02,   -4.08593e-02,   -1.02934e-01,   -6.36548e-03,    1.38821e-02,    3.05113e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,   -9.91269e-02,   -9.99900e+03,   -9.99900e+03,    4.61549e-02,    5.33369e-02,    6.59823e-02,    4.02098e-02,    1.44862e-01,    2.09354e-02,    6.17861e-02,    2.97131e-02,    9.83643e-02,    5.65344e-02,    3.83002e-02,    2.38783e-02,    4.40853e-02,    1.01427e-01,    8.41845e-02,    4.37410e-02,    2.85833e-02,    8.57070e-03,    8.30584e-02,    1.80969e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.62754e-01,   -9.99900e+03,   -9.99900e+03,    2.85030e+02,    3.95088e+01,    1.51000e-01,    2.27000e-01,    1.38000e+00,    3.00000e-01,   -2.00000e-01,    1.27200e+00,   -1.71680e+01,    7.18000e-01,    8.48798e-01,    9.98628e-02,    1.23000e+00,    7.00000e-02
170,    4.40100e+03,    2.85043e+02,    4.62987e+01,   -9.02947e+00,    2.43020e-03,    8.17500e+00,    2.00000e-02,    7.69500e+00,    2.00000e-02,    7.57800e+00,    1.60000e-02,    4.78138e+03,    7.37254e+01,    2.49526e+00,    3.83313e-02,    1.30006e-01,    2.86647e-02,   -2.88276e-02,    1.09882e-02,   -1.51230e-01,   -2.48610e-01,    3.95250e-01,   -4.67885e-02,    9.53307e-02,   -1.72192e-02,    9.45347e-03,   -1.21325e-02,    6.63290e-02,   -5.28899e-02,   -2.11861e-02,   -1.73874e-02,   -3.23267e-02,   -4.07987e-03,    6.48455e-02,   -3.71114e-02,    1.11761e-02,   -1.27937e-02,    1.08340e-01,   -8.90044e-03,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    6.38513e-02,   -9.99900e+03,   -9.99900e+03,    2.92338e-02,    3.86385e-02,    4.35955e-02,    2.62668e-02,    7.36701e-02,    1.54793e-02,    4.74475e-02,    2.28312e-02,    8.76156e-02,    4.52768e-02,    2.98169e-02,    1.73744e-02,    3.21614e-02,    8.66653e-02,    6.36471e-02,    3.08270e-02,    2.08727e-02,    7.21620e-03,    6.57803e-02,    1.28507e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    8.02417e-02,   -9.99900e+03,   -9.99900e+03,    2.85043e+02,    4.62988e+01,    1.24000e-01,    2.88000e-01,    1.27000e+00,    2.40000e-01,    3.23100e+00,    9.96000e-01,    4.82900e+00,    1.26700e+00,    7.51076e-01,    1.00870e-01,    1.67000e+00,    1.80000e-01
171,    4.40600e+03,    2.85046e+02,    4.96381e+01,   -3.93756e+01,    5.15220e-03,    8.83200e+00,    2.10000e-02,    8.33400e+00,    2.60000e-02,    8.22300e+00,    1.90000e-02,    4.89950e+03,    7.95970e+01,    3.01669e+00,    5.63465e-02,   -5.63042e-02,    3.38426e-02,    2.82016e-02,    1.27352e-02,   -1.48760e-01,   -2.16500e-01,    3.97310e-01,    2.78833e-02,   -1.95602e-02,    4.07787e-02,    1.82668e-02,    9.18085e-03,    2.18997e-02,    2.46014e-02,    6.62788e-02,    1.40426e-01,    2.91548e-02,   -2.14894e-02,   -8.42982e-02,    1.39602e-04,    1.53050e-02,    8.44293e-03,    7.57282e-02,    2.58808e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    5.68479e-02,   -9.99900e+03,   -9.99900e+03,    3.66503e-02,    4.48544e-02,    5.34543e-02,    3.23885e-02,    8.01079e-02,    1.74431e-02,    5.44174e-02,    2.57585e-02,    9.30699e-02,    4.97881e-02,    3.33676e-02,    1.99414e-02,    3.74302e-02,    9.42480e-02,    7.34481e-02,    3.61974e-02,    2.40542e-02,    7.67787e-03,    7.18972e-02,    1.49490e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    9.26380e-02,   -9.99900e+03,   -9.99900e+03,    2.85045e+02,    4.96381e+01,    2.46000e-01,    5.77000e-01,    1.58000e+00,    4.10000e-01,   -1.41320e+01,    1.13000e+00,    1.19500e+00,    2.33900e+00,    5.22833e-01,    8.09157e-02,    1.40000e+00,    1.60000e-01
172,    4.40100e+03,    2.85048e+02,    4.43117e+01,   -9.25871e+00,    3.35815e-03,    9.14200e+00,    2.20000e-02,    8.59900e+00,    1.80000e-02,    8.44300e+00,    1.60000e-02,    4.69876e+03,    7.01343e+01,    2.72298e+00,    5.13482e-02,    1.32623e-01,    2.73195e-02,    2.43793e-02,    1.09665e-02,   -6.11680e-02,   -1.98050e-01,    3.19920e-01,    2.26595e-02,    2.64430e-02,    4.70167e-02,    4.63946e-02,   -7.08953e-04,   -7.94611e-02,   -1.91243e-02,   -3.54987e-03,   -3.20399e-03,    3.45931e-02,    4.95954e-02,    4.95370e-02,   -8.66615e-03,   -1.51075e-04,    1.58240e-02,    2.94558e-02,   -6.82601e-03,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.03317e-01,   -9.99900e+03,   -9.99900e+03,    2.70401e-02,    3.73028e-02,    4.07175e-02,    2.44853e-02,    7.09061e-02,    1.55674e-02,    4.48112e-02,    2.22379e-02,    8.53949e-02,    4.48518e-02,    2.91987e-02,    1.70829e-02,    3.07325e-02,    8.34078e-02,    6.01291e-02,    2.97460e-02,    2.03076e-02,    7.32330e-03,    6.19770e-02,    1.25497e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    8.05698e-02,   -9.99900e+03,   -9.99900e+03,    2.85048e+02,    4.43117e+01,    2.92000e-01,    2.27000e-01,    7.00000e-01,    4.00000e-01,    7.12000e-01,    1.22300e+00,    2.35600e+00,    7.44000e-01,    1.02123e+00,    8.72129e-02,    1.90000e+00,    1.00000e-01
173,    4.40600e+03,    2.85088e+02,    4.79162e+01,   -7.74517e+01,    1.34219e-02,    1.01150e+01,    2.00000e-02,    9.62200e+00,    1.80000e-02,    9.53300e+00,    1.60000e-02,    4.95714e+03,    8.37886e+01,    2.40499e+00,    5.24481e-02,   -4.81439e-01,    4.38743e-02,    2.45449e-01,    1.78800e-02,    1.19680e-01,    2.21620e-01,    1.13010e-01,    3.24191e-01,   -9.10940e-02,    3.18675e-01,    3.23447e-01,    1.99280e-01,   -6.35020e-01,    2.42611e-01,    1.81356e-01,    1.33143e-01,    1.32411e-01,   -1.99916e-02,   -2.44607e-01,    5.71720e-02,   -2.18755e-01,   -2.71883e-02,    1.32912e-01,    3.59781e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,   -5.71857e-02,   -9.99900e+03,   -9.99900e+03,    5.07228e-02,    5.81249e-02,    7.19707e-02,    4.40996e-02,    1.05939e-01,    2.34456e-02,    6.46769e-02,    3.19048e-02,    1.00584e-01,    6.09186e-02,    4.13958e-02,    2.64941e-02,    4.74985e-02,    1.03900e-01,    8.86952e-02,    4.82056e-02,    3.13608e-02,    9.22304e-03,    7.62252e-02,    2.01487e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    2.64384e-01,   -9.99900e+03,   -9.99900e+03,    2.85088e+02,    4.79163e+01,    1.33000e-01,    2.58000e-01,    9.20000e-01,    2.80000e-01,    9.11100e+00,    1.25000e+00,    2.20800e+01,    1.21200e+00,    1.70801e+00,    2.00500e-01,    7.80000e-01,    6.00000e-02
174,    4.41000e+03,    2.85094e+02,    4.20260e+01,   -1.01909e+01,    2.83888e-03,    8.03000e+00,    4.30000e-02,    7.42300e+00,    1.60000e-02,    7.30000e+00,    2.00000e-02,    4.60450e+03,    6.64294e+01,    2.34125e+00,    5.24202e-02,    4.01997e-02,    2.72102e-02,   -4.67193e-02,    1.18013e-02,   -2.10510e-01,   -2.89900e-01,    2.87650e-01,   -8.34216e-02,   -1.16561e-03,   -4.13971e-02,   -4.82820e-02,   -4.88345e-02,   -1.21474e-01,   -1.02708e-01,   -4.01701e-02,   -1.49971e-02,   -2.94771e-02,   -2.20284e-01,    2.11657e-02,   -3.96212e-03,   -3.33129e-02,    1.34298e-02,   -1.22256e-01,   -3.02093e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    7.87297e-02,   -9.99900e+03,   -9.99900e+03,    2.62626e-02,    3.77346e-02,    3.98135e-02,    2.39246e-02,    6.89175e-02,    1.67488e-02,    4.32117e-02,    2.25359e-02,    8.39613e-02,    4.63022e-02,    2.97656e-02,    1.77811e-02,    3.05319e-02,    8.10620e-02,    5.82037e-02,    3.02413e-02,    2.07655e-02,    7.77802e-03,    5.80174e-02,    1.29872e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    8.70172e-02,   -9.99900e+03,   -9.99900e+03,    2.85094e+02,    4.20260e+01,    1.36000e-01,    1.93000e-01,    1.10000e+00,    2.40000e-01,    3.78800e+00,    8.66000e-01,    1.10900e+00,    5.92000e-01,    7.16570e-01,    1.17053e-01,    1.87000e+00,    2.90000e-01
