,location_id,ra,dec,vlos,evlos,j,ej,h,eh,k,ek,teff,teff_err,logg,logg_err,m_h,m_h_err,alpha_m,alpha_m_err,[C/M],[CI/M],[N/M],[O/M],[Na/H],[Mg/M],[Al/H],[Si/M],[P/H],[S/M],[K/H],[Ca/M],[Ti/M],[TiII/M],[V/H],[Cr/H],[Mn/H],[Fe/H],[Co/H],[Ni/H],[Cu/H],[Ge/H],[Ce/H],[Rb/H],[Y/H],[Nd/H],err_[C/M],err_[CI/M],err_[N/M],err_[O/M],err_[Na/H],err_[Mg/M],err_[Al/H],err_[Si/M],err_[P/H],err_[S/M],err_[K/H],err_[Ca/M],err_[Ti/M],err_[TiII/M],err_[V/H],err_[Cr/H],err_[Mn/H],err_[Fe/H],err_[Co/H],err_[Ni/H],err_[Cu/H],err_[Ge/H],err_[Ce/H],err_[Rb/H],err_[Y/H],err_[Nd/H],ra_gaia,dec_gaia,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,meandist,diststd,mass,mass_error
530,    5.01700e+03,    2.89087e+02,    4.06650e+01,   -2.36519e+01,    6.67691e-03,    9.95800e+00,    1.90000e-02,    9.46800e+00,    1.60000e-02,    9.38000e+00,    1.60000e-02,    4.79452e+03,    7.44824e+01,    2.46296e+00,    3.97508e-02,    4.91133e-02,    3.01500e-02,    1.52928e-02,    1.17157e-02,   -1.82340e-01,   -2.44210e-01,    4.26800e-01,   -2.35056e-02,    6.35635e-02,    1.64395e-02,    3.90413e-02,    5.14827e-02,   -1.10160e-01,   -3.51376e-02,    3.40095e-02,    2.64524e-02,   -3.95067e-02,    1.10960e-01,    1.50256e-01,   -1.46143e-02,   -1.77075e-02,    1.48688e-02,    4.32383e-03,   -2.10236e-03,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.92768e-01,   -9.99900e+03,   -9.99900e+03,    3.11303e-02,    4.05852e-02,    4.61822e-02,    2.78689e-02,    7.50745e-02,    1.63599e-02,    4.90610e-02,    2.37809e-02,    8.88959e-02,    4.70031e-02,    3.10248e-02,    1.83157e-02,    3.36562e-02,    8.83184e-02,    6.60002e-02,    3.25358e-02,    2.19338e-02,    7.46793e-03,    6.65139e-02,    1.35839e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    7.97487e-02,   -9.99900e+03,   -9.99900e+03,    2.89087e+02,    4.06650e+01,    1.36000e-01,    2.16000e-01,    8.60000e-01,    2.70000e-01,   -2.19400e+00,    9.35000e-01,   -3.59600e+00,    6.47000e-01,    1.87829e+00,    3.84793e-01,    1.54000e+00,    1.50000e-01
531,    4.40400e+03,    2.89092e+02,    4.24330e+01,   -5.33861e+01,    4.09222e-03,    8.72600e+00,    2.30000e-02,    8.22600e+00,    2.30000e-02,    8.10800e+00,    1.60000e-02,    4.85445e+03,    7.77794e+01,    2.40888e+00,    4.47451e-02,   -1.92042e-01,    3.54748e-02,    6.18113e-02,    1.41827e-02,   -2.27940e-02,   -2.28500e-02,    2.07630e-01,    4.47139e-02,    4.41923e-02,    9.92653e-02,    1.71081e-01,    5.58918e-02,    5.81119e-02,    5.68887e-02,    9.21814e-02,    3.15839e-02,    2.92171e-03,    1.83215e-01,   -1.54863e-01,    6.08390e-02,   -4.95819e-02,    4.61714e-03,   -9.02441e-03,    1.21573e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,   -1.51572e-01,   -9.99900e+03,   -9.99900e+03,    3.82930e-02,    4.74015e-02,    5.57937e-02,    3.38432e-02,    8.02012e-02,    1.92565e-02,    5.49985e-02,    2.70276e-02,    9.34332e-02,    5.26621e-02,    3.51023e-02,    2.15202e-02,    3.89797e-02,    9.43539e-02,    7.46140e-02,    3.85508e-02,    2.55990e-02,    8.23780e-03,    6.98136e-02,    1.61186e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.45812e-01,   -9.99900e+03,   -9.99900e+03,    2.89092e+02,    4.24330e+01,    1.29000e-01,    3.15000e-01,    7.00000e-01,    4.60000e-01,    6.10200e+00,    2.67500e+00,    1.78400e+00,    9.27000e-01,    8.00659e-01,    6.22988e-02,    1.02000e+00,    8.00000e-02
532,    4.46000e+03,    2.89095e+02,    5.16521e+01,   -6.09078e+01,    1.04411e-02,    9.83400e+00,    2.10000e-02,    9.34000e+00,    2.80000e-02,    9.24000e+00,    2.00000e-02,    4.93984e+03,    8.26005e+01,    2.66142e+00,    6.54411e-02,   -4.62653e-01,    4.30396e-02,    1.26709e-01,    1.75742e-02,   -1.80950e-01,    7.21510e-04,    3.70940e-01,    1.33924e-01,   -5.51513e-01,    1.74001e-01,    2.39650e-01,    1.16689e-01,   -2.67350e-01,    1.48419e-01,    2.12104e-01,    7.73951e-02,    4.97360e-04,    4.82090e-01,    1.26664e-02,   -3.31304e-02,   -1.50555e-01,   -2.35332e-02,   -1.97515e-01,    4.51913e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,   -3.06082e-01,   -9.99900e+03,   -9.99900e+03,    4.91713e-02,    5.68648e-02,    7.00539e-02,    4.27586e-02,    8.71309e-02,    2.30816e-02,    6.33413e-02,    3.13836e-02,    9.93818e-02,    5.99420e-02,    4.05041e-02,    2.58795e-02,    4.64345e-02,    1.02514e-01,    8.67410e-02,    4.70038e-02,    3.06295e-02,    9.16278e-03,    8.40904e-02,    1.96299e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    3.70014e-01,   -9.99900e+03,   -9.99900e+03,    2.89095e+02,    5.16522e+01,    1.81000e-01,    3.09000e-01,    1.12000e+00,    4.10000e-01,    1.31000e+00,    2.06800e+00,    5.65000e+00,    8.44000e-01,    1.41461e+00,    1.79903e-01,    1.55000e+00,    1.60000e-01
533,    4.40400e+03,    2.89096e+02,    4.28990e+01,   -1.31538e+01,    5.92612e-03,    9.69300e+00,    2.30000e-02,    9.19500e+00,    1.90000e-02,    9.03800e+00,    1.10000e-02,    4.70901e+03,    7.06186e+01,    2.40845e+00,    3.73675e-02,    1.07766e-01,    2.78442e-02,    2.07751e-02,    1.11846e-02,    3.74360e-03,   -3.96120e-02,    2.73790e-01,    1.10067e-02,   -1.20224e-01,    3.40610e-02,    8.30520e-02,    1.94564e-03,   -1.54380e-01,   -5.10976e-03,    1.84098e-02,   -1.01562e-02,    3.51152e-02,    4.69146e-02,    3.84070e-02,   -1.65858e-02,    3.01275e-02,    9.02489e-04,    1.34004e-01,    2.53973e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,   -2.47077e-03,   -9.99900e+03,   -9.99900e+03,    2.77259e-02,    3.79666e-02,    4.16533e-02,    2.50637e-02,    7.15215e-02,    1.58255e-02,    4.54660e-02,    2.25606e-02,    8.59396e-02,    4.53987e-02,    2.96011e-02,    1.73821e-02,    3.12681e-02,    8.41324e-02,    6.10596e-02,    3.03208e-02,    2.06596e-02,    7.39204e-03,    6.24670e-02,    1.27866e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    9.17764e-02,   -9.99900e+03,   -9.99900e+03,    2.89096e+02,    4.28990e+01,    1.47000e-01,    2.41000e-01,    3.90000e-01,    3.30000e-01,   -2.96300e+00,    1.69500e+00,   -1.27410e+01,    7.83000e-01,    1.45053e+00,    9.88559e-02,    1.24000e+00,    1.00000e-01
534,    5.00100e+03,    2.89097e+02,    5.04272e+01,   -2.18063e+01,    9.81610e-03,    1.01920e+01,    2.20000e-02,    9.67500e+00,    2.80000e-02,    9.56500e+00,    2.10000e-02,    4.87932e+03,    7.82742e+01,    3.04937e+00,    5.31143e-02,    1.02819e-01,    3.07371e-02,    1.46090e-02,    1.12263e-02,   -1.34230e-01,   -1.81840e-01,    3.86640e-01,   -1.47727e-02,    5.80345e-02,    2.20938e-02,    5.22825e-02,    4.69191e-03,    1.09510e-02,   -1.62193e-01,   -5.99608e-02,    2.55903e-02,    5.37141e-02,   -1.48342e-01,   -7.37776e-02,    4.57296e-02,    6.21313e-02,    1.01464e-02,    8.92571e-02,    3.66812e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    4.18051e-02,   -9.99900e+03,   -9.99900e+03,    3.25534e-02,    4.08124e-02,    4.79378e-02,    2.89603e-02,    7.73821e-02,    1.56364e-02,    5.11453e-02,    2.38142e-02,    9.06050e-02,    4.62806e-02,    3.09012e-02,    1.79940e-02,    3.43316e-02,    9.10397e-02,    6.86422e-02,    3.26272e-02,    2.18567e-02,    7.16943e-03,    7.06260e-02,    1.34231e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    7.97228e-02,   -9.99900e+03,   -9.99900e+03,    2.89097e+02,    5.04271e+01,    1.44000e-01,    2.17000e-01,    1.49000e+00,    2.80000e-01,   -8.56600e+00,    1.18600e+00,   -1.71340e+01,    5.70000e-01,    8.18303e-01,    8.07454e-02,    1.46000e+00,    1.20000e-01
535,    4.40500e+03,    2.89115e+02,    4.67274e+01,   -5.47255e+01,    1.00131e-02,    1.03010e+01,    2.10000e-02,    9.78500e+00,    1.70000e-02,    9.68700e+00,    1.20000e-02,    4.89372e+03,    7.97686e+01,    2.43511e+00,    4.64436e-02,   -2.42429e-01,    3.72618e-02,    5.93550e-02,    1.47599e-02,   -1.25010e-01,   -1.19680e-01,    3.43160e-01,   -6.16154e-03,    1.57492e-01,    6.20525e-02,    1.08327e-01,    7.93158e-02,   -1.62479e-01,    8.57940e-02,    5.88906e-02,   -6.13492e-04,   -6.40214e-02,    2.23373e-01,   -1.57699e-01,   -2.45900e-02,   -5.38954e-02,   -1.31690e-02,    1.84624e-01,    8.13937e-03,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,   -1.30930e-01,   -9.99900e+03,   -9.99900e+03,    4.09909e-02,    4.95045e-02,    5.93150e-02,    3.60401e-02,    8.23214e-02,    1.98751e-02,    5.73684e-02,    2.79878e-02,    9.51905e-02,    5.40730e-02,    3.62519e-02,    2.23683e-02,    4.07756e-02,    9.68514e-02,    7.79561e-02,    4.03871e-02,    2.66631e-02,    8.36502e-03,    7.19003e-02,    1.68252e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.51116e-01,   -9.99900e+03,   -9.99900e+03,    2.89115e+02,    4.67274e+01,    1.58000e-01,    2.80000e-01,    9.00000e-01,    3.60000e-01,   -3.43500e+00,    1.33600e+00,   -3.23500e+00,    1.25500e+00,    1.84247e+00,    1.61728e-01,    1.13000e+00,    6.00000e-02
536,    4.40500e+03,    2.89134e+02,    4.79698e+01,   -2.13232e+01,    3.80122e-03,    8.73500e+00,    2.30000e-02,    8.16700e+00,    3.10000e-02,    8.04700e+00,    2.10000e-02,    4.63459e+03,    6.74822e+01,    2.34917e+00,    3.58459e-02,    1.26081e-01,    2.64388e-02,   -1.77063e-02,    1.10243e-02,   -1.10290e-01,   -2.06680e-01,    3.93870e-01,   -5.58185e-02,    1.24314e-01,   -9.99992e-03,   -4.57282e-03,   -1.15235e-02,   -1.50665e-01,   -9.12675e-03,    3.89023e-02,   -4.41692e-02,   -3.70188e-02,   -1.09998e-01,   -8.58538e-03,    4.57960e-02,    3.33297e-02,    1.02466e-03,    7.49570e-02,    2.10987e-03,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.00447e-01,   -9.99900e+03,   -9.99900e+03,    2.55875e-02,    3.64661e-02,    3.88066e-02,    2.33043e-02,    6.89247e-02,    1.57302e-02,    4.29761e-02,    2.18727e-02,    8.38018e-02,    4.46952e-02,    2.88390e-02,    1.69500e-02,    2.97875e-02,    8.10727e-02,    5.76985e-02,    2.90818e-02,    1.99752e-02,    7.43658e-03,    5.91853e-02,    1.23888e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    8.07781e-02,   -9.99900e+03,   -9.99900e+03,    2.89134e+02,    4.79697e+01,    1.61000e-01,    2.32000e-01,    5.30000e-01,    2.90000e-01,   -1.95900e+00,    1.02500e+00,   -1.14440e+01,    6.39000e-01,    9.83161e-01,    2.21007e-01,    1.25000e+00,    2.20000e-01
537,    4.46500e+03,    2.89144e+02,    4.16758e+01,    1.44496e+01,    2.98850e-03,    7.63300e+00,    2.30000e-02,    7.18100e+00,    1.70000e-02,    7.09200e+00,    2.60000e-02,    4.93974e+03,    8.16385e+01,    2.54703e+00,    4.48349e-02,   -9.13355e-02,    3.52745e-02,   -8.77452e-03,    1.30932e-02,   -2.39290e-01,   -2.16980e-01,    4.53940e-01,   -9.38080e-02,   -1.69490e+00,    1.31821e-02,    1.25450e-01,    7.71835e-04,   -3.24248e-02,   -1.39617e-02,    5.19695e-02,    3.02527e-03,   -4.78461e-02,    1.02813e-01,   -3.88132e-02,   -2.54360e-03,   -1.07584e-02,   -1.00861e-02,    1.21500e-01,    2.83307e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.22365e-01,   -9.99900e+03,   -9.99900e+03,    3.88866e-02,    4.64725e-02,    5.63611e-02,    3.42001e-02,    1.47122e-01,    1.78100e-02,    5.65315e-02,    2.64949e-02,    9.46562e-02,    5.07771e-02,    3.42289e-02,    2.05335e-02,    3.88878e-02,    9.65438e-02,    7.63833e-02,    3.75869e-02,    2.48454e-02,    7.74089e-03,    7.40680e-02,    1.54545e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    9.08647e-02,   -9.99900e+03,   -9.99900e+03,    2.89144e+02,    4.16758e+01,    1.46000e-01,    2.25000e-01,    1.50000e+00,    2.60000e-01,    7.50300e+00,    8.61000e-01,   -5.04300e+00,    6.68000e-01,nan,nan,    1.97000e+00,    1.80000e-01
538,    4.40400e+03,    2.89146e+02,    4.23364e+01,   -1.98247e+01,    4.97003e-03,    9.51400e+00,    1.90000e-02,    9.11000e+00,    1.70000e-02,    8.99300e+00,    1.20000e-02,    4.94720e+03,    8.17105e+01,    2.59981e+00,    4.29549e-02,    3.23374e-02,    3.31609e-02,    1.35198e-02,    1.18705e-02,   -1.43220e-01,   -1.55130e-01,    5.11590e-01,   -1.11841e-02,    2.11893e-01,    3.32371e-02,    5.96386e-02,    2.12983e-02,    1.56113e-01,    1.74041e-02,    3.31943e-02,   -8.88525e-03,   -7.99494e-02,    1.04185e-01,    1.76744e-02,   -8.35787e-03,    1.18241e-02,   -1.13353e-02,    7.97108e-02,    3.46484e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,   -2.70736e-02,   -9.99900e+03,   -9.99900e+03,    3.62275e-02,    4.35924e-02,    5.27597e-02,    3.19582e-02,    8.07252e-02,    1.63248e-02,    5.47251e-02,    2.51025e-02,    9.33594e-02,    4.80850e-02,    3.24240e-02,    1.90383e-02,    3.68129e-02,    9.49783e-02,    7.36099e-02,    3.50041e-02,    2.32303e-02,    7.30693e-03,    7.42705e-02,    1.43015e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    9.01571e-02,   -9.99900e+03,   -9.99900e+03,    2.89146e+02,    4.23363e+01,    1.48000e-01,    2.58000e-01,    5.90000e-01,    3.20000e-01,   -3.04700e+00,    1.82800e+00,   -8.46000e+00,    8.44000e-01,    1.47339e+00,    1.83251e-01,    1.96000e+00,    1.30000e-01
539,    4.46500e+03,    2.89160e+02,    4.16254e+01,   -2.22068e+01,    5.16139e-03,    9.30700e+00,    2.20000e-02,    8.86800e+00,    1.90000e-02,    8.72400e+00,    1.70000e-02,    4.96880e+03,    8.23925e+01,    2.70383e+00,    4.07352e-02,    2.01383e-01,    3.06786e-02,   -3.11341e-02,    1.03815e-02,   -3.30170e-01,   -3.30290e-01,    5.39660e-01,   -8.66108e-02,    4.33272e-02,   -3.26369e-02,   -1.87892e-02,   -1.31208e-02,    1.42531e-01,   -1.06536e-01,   -3.31061e-02,   -1.33961e-02,   -3.67294e-02,    1.15913e-01,    9.09590e-02,   -4.59505e-02,    2.42117e-02,   -9.72962e-03,    3.16801e-02,    7.25417e-03,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    2.88625e-02,   -9.99900e+03,   -9.99900e+03,    3.32443e-02,    4.01348e-02,    4.86673e-02,    2.94161e-02,    7.93672e-02,    1.44775e-02,    5.27713e-02,    2.34005e-02,    9.19468e-02,    4.46873e-02,    3.01949e-02,    1.72066e-02,    3.43705e-02,    9.33824e-02,    7.05417e-02,    3.19132e-02,    2.12697e-02,    6.73753e-03,    7.51831e-02,    1.29037e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    7.99243e-02,   -9.99900e+03,   -9.99900e+03,    2.89160e+02,    4.16254e+01,    1.18000e-01,    1.87000e-01,    9.90000e-01,    2.60000e-01,   -1.66600e+00,    1.17900e+00,   -3.90000e-01,    5.96000e-01,    1.28467e+00,    7.86738e-02,    2.39000e+00,    1.80000e-01
540,    4.46500e+03,    2.89175e+02,    4.04377e+01,   -3.74417e+01,    3.71423e-03,    8.95700e+00,    1.90000e-02,    8.39600e+00,    2.00000e-02,    8.30300e+00,    5.80000e-02,    4.77838e+03,    7.38786e+01,    2.42462e+00,    4.02825e-02,   -6.53215e-03,    3.07761e-02,    2.26008e-02,    1.22443e-02,   -1.53870e-01,   -2.31830e-01,    3.27800e-01,   -1.08945e-02,    3.71123e-02,    3.62735e-02,    1.17185e-01,    4.92482e-03,   -1.46005e-02,   -5.18974e-02,    5.54085e-02,   -9.25015e-03,    3.67674e-02,    5.55884e-02,   -1.86826e-01,    4.65427e-03,    1.78158e-02,   -6.70926e-03,    1.26150e-01,    1.27350e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    8.38559e-02,   -9.99900e+03,   -9.99900e+03,    3.17595e-02,    4.15521e-02,    4.70842e-02,    2.84275e-02,    7.51862e-02,    1.70334e-02,    4.93493e-02,    2.42706e-02,    8.90982e-02,    4.81076e-02,    3.16928e-02,    1.89045e-02,    3.42609e-02,    8.84485e-02,    6.65270e-02,    3.34173e-02,    2.25162e-02,    7.68330e-03,    6.58213e-02,    1.40182e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    8.27067e-02,   -9.99900e+03,   -9.99900e+03,    2.89175e+02,    4.04376e+01,    1.31000e-01,    1.88000e-01,    1.03000e+00,    2.30000e-01,    3.56700e+00,    8.95000e-01,   -1.05900e+01,    6.27000e-01,    9.88717e-01,    1.23740e-01,    1.47000e+00,    7.00000e-02
541,    4.40400e+03,    2.89182e+02,    4.28116e+01,   -5.81272e+01,    4.38618e-03,    9.56500e+00,    2.10000e-02,    8.95300e+00,    1.90000e-02,    8.81800e+00,    1.40000e-02,    4.45843e+03,    6.08575e+01,    2.18824e+00,    5.17930e-02,    2.11348e-02,    2.53111e-02,    1.60644e-02,    1.19831e-02,   -3.36750e-02,   -4.35980e-02,    2.61840e-01,    2.74310e-02,   -2.79557e-01,    4.68463e-02,    1.48837e-02,    1.77027e-02,   -9.86532e-02,    6.10124e-02,    7.77260e-02,   -9.97286e-03,    1.30291e-02,   -4.19350e-02,   -2.96430e-02,    4.96516e-02,   -7.31765e-03,    5.47071e-03,    2.14637e-02,    1.29257e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,   -2.03427e+00,   -9.99900e+03,   -9.99900e+03,    2.32221e-02,    3.59169e-02,    3.57750e-02,    2.14322e-02,    1.28339e-01,    1.72001e-02,    3.93393e-02,    2.17437e-02,    8.04826e-02,    4.60207e-02,    2.89922e-02,    1.75134e-02,    2.84937e-02,    7.60398e-02,    5.30620e-02,    2.87984e-02,    2.00472e-02,    8.06983e-03,    5.22447e-02,    1.26453e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    5.68683e-01,   -9.99900e+03,   -9.99900e+03,    2.89182e+02,    4.28116e+01,    2.35000e-01,    3.15000e-01,    5.00000e-01,    3.00000e-01,    1.18100e+00,    1.02400e+00,   -4.60300e+00,    1.01000e+00,nan,nan,    1.24000e+00,    1.70000e-01
542,    4.40500e+03,    2.89193e+02,    4.62436e+01,   -3.02653e+00,    6.39342e-03,    9.82500e+00,    2.10000e-02,    9.25400e+00,    1.70000e-02,    9.15400e+00,    1.40000e-02,    4.71251e+03,    7.09165e+01,    2.56991e+00,    5.32736e-02,    3.38659e-02,    2.90199e-02,    9.61434e-04,    1.18593e-02,   -1.62830e-01,   -1.08810e-01,    3.63150e-01,   -6.51784e-02,   -2.57330e+00,    2.41017e-02,   -5.17933e-02,   -3.97422e-02,    7.33476e-02,   -2.63999e-02,    1.23000e-02,   -5.69278e-02,   -4.99042e-02,   -1.71578e-01,   -2.75007e-01,    2.88689e-02,    6.42693e-03,    1.81274e-02,    9.46779e-02,    2.05836e-03,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,   -5.30324e-02,   -9.99900e+03,   -9.99900e+03,    2.91352e-02,    3.95729e-02,    4.36055e-02,    2.62708e-02,    2.40950e-01,    1.66588e-02,    4.66058e-02,    2.33560e-02,    8.68598e-02,    4.69375e-02,    3.06324e-02,    1.82118e-02,    3.24455e-02,    8.52648e-02,    6.27569e-02,    3.17412e-02,    2.15594e-02,    7.63975e-03,    6.27187e-02,    1.34211e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.00926e-01,   -9.99900e+03,   -9.99900e+03,    2.89193e+02,    4.62436e+01,    1.65000e-01,    2.20000e-01,    6.20000e-01,    2.80000e-01,   -1.12100e+00,    1.09700e+00,   -1.07100e+00,    6.59000e-01,    1.40885e+00,    1.37126e-01,    1.24000e+00,    1.10000e-01
543,    4.40400e+03,    2.89195e+02,    4.27070e+01,    4.09696e-01,    6.34920e-03,    9.80100e+00,    2.10000e-02,    9.34100e+00,    1.80000e-02,    9.25800e+00,    1.40000e-02,    4.96053e+03,    8.26655e+01,    2.57591e+00,    4.52487e-02,   -8.99694e-02,    3.56651e-02,    2.31822e-02,    1.30787e-02,    1.19030e-01,    1.38160e-01,    5.23770e-01,   -1.47417e-02,    3.95925e-02,    2.30695e-02,   -4.63222e-02,    1.25998e-02,   -1.18214e-01,    8.55398e-02,   -5.03728e-02,    2.74028e-02,    1.31508e-02,    3.68193e-02,   -1.06825e-01,    1.19908e-01,   -5.96772e-02,   -1.50130e-02,   -1.95102e-01,    3.48305e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.61379e-01,   -9.99900e+03,   -9.99900e+03,    3.96067e-02,    4.68342e-02,    5.72701e-02,    3.47675e-02,    8.28228e-02,    1.77595e-02,    5.73150e-02,    2.66465e-02,    9.52444e-02,    5.08517e-02,    3.43782e-02,    2.05951e-02,    3.92970e-02,    9.74471e-02,    7.74302e-02,    3.78798e-02,    2.49891e-02,    7.70515e-03,    7.51826e-02,    1.55267e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.10327e-01,   -9.99900e+03,   -9.99900e+03,    2.89195e+02,    4.27069e+01,    1.29000e-01,    2.06000e-01,    6.30000e-01,    2.60000e-01,   -6.86000e-01,    9.56000e-01,   -8.54300e+00,    6.51000e-01,    1.30633e+00,    1.77248e-01,    2.33000e+00,    2.90000e-01
544,    4.40500e+03,    2.89214e+02,    4.70871e+01,   -1.15304e+00,    6.20834e-03,    9.52100e+00,    2.10000e-02,    8.97300e+00,    1.80000e-02,    8.87500e+00,    1.20000e-02,    4.61229e+03,    6.72670e+01,    2.55593e+00,    5.75932e-02,   -2.21967e-01,    3.14391e-02,    1.67988e-01,    1.45272e-02,    3.51300e-02,    4.19370e-02,    1.09860e-01,    1.71846e-01,    8.95117e-02,    2.51729e-01,    3.08467e-01,    1.17814e-01,   -1.76888e-02,    4.94347e-02,    2.19869e-01,    1.02944e-01,    1.42255e-01,    1.84943e-01,   -6.37985e-02,    1.16841e-02,   -1.65241e-01,    5.43040e-03,    1.93318e-01,    7.98097e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,   -5.94964e-02,   -9.99900e+03,   -9.99900e+03,    3.11978e-02,    4.36390e-02,    4.66869e-02,    2.81757e-02,    7.21325e-02,    2.01005e-02,    4.70510e-02,    2.54524e-02,    8.70877e-02,    5.20940e-02,    3.35788e-02,    2.09642e-02,    3.47358e-02,    8.48438e-02,    6.39763e-02,    3.55156e-02,    2.41258e-02,    8.74956e-03,    5.86822e-02,    1.54051e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.58401e-01,   -9.99900e+03,   -9.99900e+03,    2.89214e+02,    4.70870e+01,    1.41000e-01,    2.11000e-01,    1.07000e+00,    2.80000e-01,   -1.08110e+01,    1.05400e+00,   -1.77490e+01,    6.51000e-01,    1.17464e+00,    1.30419e-01,    1.17000e+00,    7.00000e-02
545,    5.00100e+03,    2.89223e+02,    5.07782e+01,   -4.64007e+01,    5.42262e-03,    9.15900e+00,    1.90000e-02,    8.66300e+00,    2.90000e-02,    8.56300e+00,    2.00000e-02,    4.87011e+03,    7.80723e+01,    3.19888e+00,    5.50512e-02,   -1.45305e-03,    3.23252e-02,    1.96870e-02,    1.21938e-02,   -1.68710e-01,   -2.21150e-01,    2.41270e-01,   -3.93391e-02,   -1.49597e-01,    5.36558e-02,    4.84945e-02,   -2.51862e-02,    6.11710e-02,   -2.10910e-02,    3.28758e-02,    1.38649e-02,    4.26634e-02,    6.00219e-02,    2.84979e-02,    7.19639e-03,    1.69194e-02,    9.09167e-03,   -9.51862e-02,    4.54989e-03,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    1.30229e-01,   -9.99900e+03,   -9.99900e+03,    3.44595e-02,    4.30208e-02,    5.05577e-02,    3.05865e-02,    7.83473e-02,    1.68323e-02,    5.24558e-02,    2.49001e-02,    9.15794e-02,    4.84410e-02,    3.23217e-02,    1.91675e-02,    3.58974e-02,    9.21744e-02,    7.06703e-02,    3.46019e-02,    2.31090e-02,    7.53122e-03,    7.03091e-02,    1.43183e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    7.91895e-02,   -9.99900e+03,   -9.99900e+03,    2.89223e+02,    5.07784e+01,    2.48000e-01,    3.87000e-01,    2.19000e+00,    2.60000e-01,    2.16610e+01,    1.13400e+00,    4.19430e+01,    1.34500e+00,nan,nan,    1.29000e+00,    8.00000e-02
546,    4.46500e+03,    2.89254e+02,    4.06078e+01,    4.74026e+01,    8.13566e-03,    1.03900e+01,    1.80000e-02,    9.88300e+00,    2.10000e-02,    9.75200e+00,    1.80000e-02,    4.73463e+03,    7.14552e+01,    3.05857e+00,    4.96300e-02,    2.41615e-01,    2.63083e-02,    4.43739e-03,    1.00584e-02,   -7.64830e-02,   -2.50280e-01,    3.14290e-01,   -6.55942e-02,    1.44567e-01,    2.05287e-02,    9.90000e-02,   -4.08359e-02,   -2.04660e-01,   -9.32764e-02,    4.54254e-02,   -2.27558e-02,    8.43763e-02,   -1.96080e-01,    8.48858e-02,   -4.96373e-04,    5.64809e-02,   -1.32417e-02,    8.81596e-02,    3.49315e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    7.25469e-03,   -9.99900e+03,   -9.99900e+03,    2.61090e-02,    3.56873e-02,    3.93467e-02,    2.36402e-02,    7.08458e-02,    1.43787e-02,    4.44362e-02,    2.13967e-02,    8.51329e-02,    4.28763e-02,    2.80356e-02,    1.60697e-02,    2.97506e-02,    8.33396e-02,    5.93809e-02,    2.82811e-02,    1.93187e-02,    6.92062e-03,    6.34663e-02,    1.18137e-02,   -9.99900e+03,   -9.99900e+03,   -9.99900e+03,    8.10358e-02,   -9.99900e+03,   -9.99900e+03,    2.89254e+02,    4.06078e+01,    2.20000e-01,    3.33000e-01,    1.12000e+00,    4.00000e-01,   -1.88700e+00,    1.41800e+00,   -6.98700e+00,    1.04700e+00,    9.49120e-01,    9.89099e-02,    1.33000e+00,    5.00000e-02
