,location_id,ra,dec,vlos,evlos,j,ej,h,eh,k,ek,teff,teff_err,logg,logg_err,m_h,m_h_err,alpha_m,alpha_m_err,[C/M],[C/M]_err,[N/M],[N/M]_err,ra_gaia,dec_gaia,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,meandist,diststd,mass,mass_error,iso_mu_log10age,iso_sig_log10age,iso_mu_mh,iso_sig_mh,iso_mu_log10mass,iso_sig_log10mass,iso_mu_dm,iso_sig_dm,isonomass_mu_log10age,isonomass_sig_log10age,isonomass_mu_mh,isonomass_sig_mh,isonomass_mu_log10mass,isonomass_sig_log10mass,isonomass_mu_dm,isonomass_sig_dm,ann_mu_log10age,ann_sig_log10age,ann_mu_mh,ann_sig_mh,ann_mu_log10mass,ann_sig_log10mass,ann_mu_dm,ann_sig_dm
0,    4.40900e+03,    2.80082e+02,    4.38106e+01,   -2.63682e+01,    6.63533e-03,    1.01370e+01,    2.70000e-02,    9.57100e+00,    3.20000e-02,    9.46700e+00,    2.00000e-02,    4.71787e+03,    7.09836e+01,    2.85043e+00,    5.18061e-02,    1.14532e-01,    2.78833e-02,    6.76604e-03,    1.11246e-02,   -1.14300e-01,    2.78355e-02,    2.80300e-01,    4.17880e-02,    2.80082e+02,    4.38106e+01,    1.71000e-01,    2.69000e-01,    7.80000e-01,    3.30000e-01,    2.20200e+00,    1.34400e+00,   -3.58700e+00,    8.27000e-01,    1.53701e+00,    9.85526e-02,    1.35000e+00,    9.00000e-02,    6.61268e-01,    5.23614e-02,    1.33712e-01,    2.40804e-02,    1.13090e-01,    1.58440e-02,    1.01012e+01,    1.59801e-01,    6.91237e-01,    7.01975e-02,    1.25767e-01,    3.04523e-02,    1.04053e-01,    2.13380e-02,    1.00485e+01,    1.69178e-01,    5.83171e-01,    9.38225e-02,    1.06085e-01,    2.59556e-02,    1.39401e-01,    3.51101e-02,    1.02525e+01,    2.19641e-01
1,    4.40900e+03,    2.80427e+02,    4.38404e+01,   -6.29257e+00,    5.21354e-03,    9.94700e+00,    2.10000e-02,    9.37500e+00,    2.80000e-02,    9.25400e+00,    2.00000e-02,    4.70324e+03,    7.01807e+01,    2.46422e+00,    3.59167e-02,    2.06636e-01,    2.63310e-02,   -8.87232e-03,    1.03415e-02,   -1.02280e-01,    2.59231e-02,    4.20560e-01,    3.91469e-02,    2.80427e+02,    4.38404e+01,    1.64000e-01,    2.82000e-01,    5.00000e-01,    2.80000e-01,    3.31400e+00,    9.79000e-01,   -1.91600e+00,    8.96000e-01,    1.55687e+00,    1.23563e-01,    1.72000e+00,    1.50000e-01,    5.04945e-01,    5.50953e-02,    2.03605e-01,    2.36948e-02,    1.71843e-01,    2.17223e-02,    1.09399e+01,    7.07043e-02,    5.43878e-01,    9.47802e-02,    2.03373e-01,    2.36365e-02,    1.56904e-01,    3.49923e-02,    1.09303e+01,    1.02822e-01,    5.08194e-01,    1.27513e-01,    1.93799e-01,    2.37248e-02,    1.73703e-01,    4.64604e-02,    1.08800e+01,    1.04179e-01
2,    5.00800e+03,    2.80546e+02,    4.29840e+01,   -2.21493e+01,    8.96951e-03,    9.85200e+00,    2.10000e-02,    9.35700e+00,    2.10000e-02,    9.24900e+00,    1.10000e-02,    4.87298e+03,    7.88375e+01,    2.38977e+00,    4.64270e-02,   -2.67209e-01,    3.73198e-02,    7.02305e-02,    1.50531e-02,   -3.54120e-02,    4.08469e-02,    2.46220e-01,    5.91813e-02,    2.80546e+02,    4.29840e+01,    1.50000e-01,    2.22000e-01,    4.80000e-01,    2.50000e-01,    4.35000e-01,    9.40000e-01,   -1.19310e+01,    7.28000e-01,nan,nan,    1.03000e+00,    1.00000e-01,    1.01008e+00,    4.35262e-03,   -3.74526e-01,    1.22006e-02,   -6.20269e-02,    1.70998e-03,    1.04981e+01,    1.82593e-02,    1.00731e+00,    4.23678e-02,   -3.74519e-01,    1.26930e-02,   -6.10208e-02,    1.58138e-02,    1.04988e+01,    2.22163e-02,    7.79671e-01,    2.12671e-01,   -2.75128e-01,    4.10296e-02,    3.00257e-02,    7.75549e-02,    1.07991e+01,    1.39607e-01
3,    4.40800e+03,    2.80775e+02,    4.71442e+01,    4.19250e+00,    1.20589e-02,    1.00290e+01,    2.00000e-02,    9.55000e+00,    1.80000e-02,    9.44500e+00,    1.10000e-02,    4.86324e+03,    9.43712e+01,    2.56753e+00,    4.59496e-02,    6.46112e-02,    2.98771e-02,    2.72526e-02,    1.33711e-02,   -1.61930e-01,    3.98065e-02,    4.20820e-01,    5.45462e-02,    2.80775e+02,    4.71442e+01,    1.72000e-01,    3.16000e-01,    7.80000e-01,    3.80000e-01,   -6.17400e+00,    1.56700e+00,   -5.11700e+00,    1.49500e+00,    1.70501e+00,    2.33230e-01,    1.79000e+00,    1.40000e-01,    3.07894e-01,    5.20124e-02,    5.69898e-02,    2.75950e-02,    2.35632e-01,    2.13382e-02,    1.10576e+01,    3.45726e-02,    1.42332e-01,    2.10653e-01,    5.90642e-02,    2.81162e-02,    3.01477e-01,    8.29076e-02,    1.12615e+01,    2.43870e-01,    2.40040e-01,    1.69616e-01,    5.37681e-02,    2.86891e-02,    2.61956e-01,    6.42502e-02,    1.11404e+01,    1.90129e-01
4,    4.40800e+03,    2.80831e+02,    4.72195e+01,   -3.69728e+01,    7.38645e-03,    9.19600e+00,    2.90000e-02,    8.70400e+00,    2.90000e-02,    8.57900e+00,    1.10000e-02,    4.66722e+03,    7.80165e+01,    2.43882e+00,    3.88507e-02,    1.56244e-01,    2.58325e-02,    3.53511e-02,    1.18151e-02,    2.79920e-02,    2.92905e-02,    3.00580e-01,    4.23010e-02,    2.80831e+02,    4.72194e+01,    1.35000e-01,    7.10000e-01,    1.22000e+00,    7.50000e-01,   -1.66100e+00,    4.27800e+00,    8.24000e-01,    3.47100e+00,    1.11630e+00,    1.13486e-01,    1.06000e+00,    9.00000e-02,    1.06357e+00,    9.06446e-02,    1.40830e-01,    1.34914e-02,   -3.18168e-02,    3.18634e-02,    9.89297e+00,    7.54637e-02,    2.11197e-01,    4.01769e-01,    1.49434e-01,    2.90695e-02,    2.78076e-01,    1.50642e-01,    1.05812e+01,    4.72746e-01,    6.04908e-01,    2.10531e-01,    1.41082e-01,    2.41614e-02,    1.35959e-01,    7.82647e-02,    1.01862e+01,    1.44941e-01
5,    4.40800e+03,    2.80867e+02,    4.75614e+01,   -3.70387e+01,    7.53826e-03,    9.25200e+00,    2.90000e-02,    8.74800e+00,    1.60000e-02,    8.67800e+00,    1.10000e-02,    4.91636e+03,    7.99655e+01,    2.58742e+00,    4.07063e-02,    1.37694e-01,    3.08095e-02,    5.91553e-03,    1.09197e-02,   -1.57950e-01,    3.29590e-02,    5.08000e-01,    4.84038e-02,    2.80867e+02,    4.75613e+01,    1.41000e-01,    2.67000e-01,    6.80000e-01,    3.20000e-01,   -1.52000e-01,    1.08800e+00,   -1.34190e+01,    5.67000e-01,    1.20529e+00,    1.63096e-01,    2.00000e+00,    1.60000e-01,    1.62182e-01,    1.20759e-01,    1.27932e-01,    2.96276e-02,    3.03302e-01,    5.01797e-02,    1.03585e+01,    1.20888e-01,    5.13384e-02,    1.72575e-01,    1.28180e-01,    2.95057e-02,    3.43641e-01,    6.73539e-02,    1.05512e+01,    2.20477e-01,    1.16807e-01,    1.91008e-01,    1.23484e-01,    2.85743e-02,    3.14608e-01,    7.27733e-02,    1.04220e+01,    2.09408e-01
6,    4.40900e+03,    2.80912e+02,    4.25915e+01,   -4.85609e+01,    3.75289e-03,    8.19200e+00,    2.10000e-02,    7.72200e+00,    2.60000e-02,    7.58700e+00,    1.70000e-02,    4.87397e+03,    7.86860e+01,    2.44370e+00,    4.50515e-02,   -1.85968e-01,    3.57515e-02,    1.64699e-02,    1.41142e-02,   -1.08830e-01,    3.88407e-02,    2.71090e-01,    5.64796e-02,    2.80912e+02,    4.25915e+01,    2.02000e-01,    2.74000e-01,    9.40000e-01,    3.30000e-01,    6.09700e+00,    9.48000e-01,   -1.00980e+01,    7.47000e-01,    7.87045e-01,    1.61321e-01,    1.33000e+00,    5.00000e-02,    5.10186e-01,    1.48210e-02,   -2.01068e-01,    3.32966e-02,    1.31821e-01,    6.04702e-03,    9.25180e+00,    2.99699e-02,    4.97778e-02,    3.70451e-01,   -1.78591e-01,    3.62327e-02,    3.12573e-01,    1.44446e-01,    9.76858e+00,    4.57488e-01,    5.41783e-01,    1.72904e-01,   -1.82791e-01,    3.47377e-02,    1.24757e-01,    6.35870e-02,    9.27049e+00,    1.23923e-01
7,    5.00800e+03,    2.81032e+02,    4.40288e+01,    7.23362e-03,    3.81276e-03,    8.91900e+00,    2.70000e-02,    8.39400e+00,    2.10000e-02,    8.26400e+00,    1.10000e-02,    4.70316e+03,    7.02620e+01,    2.40954e+00,    3.65104e-02,    1.62587e-01,    2.69540e-02,   -1.43513e-02,    1.07090e-02,   -9.14500e-02,    2.66454e-02,    3.97220e-01,    4.01575e-02,    2.81032e+02,    4.40288e+01,    1.81000e-01,    3.12000e-01,    9.30000e-01,    2.50000e-01,    6.41400e+00,    7.79000e-01,    4.52500e+00,    9.02000e-01,    9.89466e-01,    1.56653e-01,    1.51000e+00,    1.50000e-01,    5.12756e-01,    3.98513e-02,    1.46034e-01,    2.76751e-02,    1.64896e-01,    1.58607e-02,    9.95514e+00,    1.01539e-01,   -1.99209e-01,    2.78097e-01,    1.63130e-01,    2.93627e-02,    4.31423e-01,    1.03718e-01,    1.07896e+01,    3.38954e-01,    5.67624e-01,    1.71688e-01,    1.50745e-01,    2.38562e-02,    1.48549e-01,    6.27535e-02,    9.94282e+00,    1.31690e-01
8,    4.40900e+03,    2.81078e+02,    4.38674e+01,   -5.26373e+00,    4.83146e-03,    9.45800e+00,    2.30000e-02,    8.97700e+00,    2.00000e-02,    8.82500e+00,    1.10000e-02,    4.83330e+03,    7.69039e+01,    2.44972e+00,    4.50896e-02,   -2.38714e-01,    3.59401e-02,    8.96321e-02,    1.47176e-02,   -4.11310e-02,    3.86741e-02,    2.15320e-01,    5.63659e-02,    2.81078e+02,    4.38674e+01,    2.33000e-01,    4.23000e-01,    1.26000e+00,    4.80000e-01,   -2.73100e+00,    2.04300e+00,   -5.86100e+00,    1.96500e+00,    1.25231e+00,    1.05011e-01,    1.50000e+00,    1.00000e-01,    2.87650e-01,    3.53273e-02,   -3.05183e-01,    3.27749e-02,    2.08911e-01,    1.48656e-02,    1.01348e+01,    3.13959e-02,   -2.09082e-01,    3.92751e-02,   -2.78497e-01,    2.15242e-02,    4.07399e-01,    1.38473e-02,    1.08922e+01,    1.08394e-01,    7.50483e-01,    1.92113e-01,   -2.39343e-01,    3.58005e-02,    4.38902e-02,    7.00767e-02,    1.03943e+01,    1.23691e-01
9,    4.40900e+03,    2.81163e+02,    4.23907e+01,    1.72980e+01,    1.06300e-02,    1.04180e+01,    2.30000e-02,    9.92700e+00,    2.00000e-02,    9.81900e+00,    1.10000e-02,    4.93118e+03,    8.17579e+01,    2.46416e+00,    4.84273e-02,   -3.07163e-01,    3.94013e-02,    2.97782e-02,    1.55364e-02,   -1.30090e-01,    4.42057e-02,    2.81260e-01,    6.34993e-02,    2.81163e+02,    4.23907e+01,    1.69000e-01,    2.80000e-01,    6.60000e-01,    3.20000e-01,    9.09000e-01,    1.18700e+00,   -1.11300e+00,    9.68000e-01,nan,nan,    1.44000e+00,    1.30000e-01,    4.33995e-01,    6.58257e-02,   -2.96251e-01,    3.52704e-02,    1.52258e-01,    2.52928e-02,    1.14695e+01,    3.02088e-02,    4.83482e-01,    2.26781e-01,   -3.00670e-01,    4.07761e-02,    1.34798e-01,    8.53404e-02,    1.14600e+01,    1.46198e-01,    5.79929e-01,    2.33868e-01,   -3.04432e-01,    4.17996e-02,    9.89741e-02,    8.59234e-02,    1.13257e+01,    1.78130e-01
10,    4.40800e+03,    2.81205e+02,    4.72954e+01,   -1.75310e+01,    7.59825e-03,    9.43200e+00,    2.20000e-02,    8.88700e+00,    3.10000e-02,    8.84200e+00,    1.10000e-02,    4.73176e+03,    7.84596e+01,    2.45101e+00,    4.05623e-02,    6.31894e-02,    2.83584e-02,    1.51062e-02,    1.23858e-02,   -2.04210e-02,    3.18165e-02,    2.61010e-01,    4.60181e-02,    2.81205e+02,    4.72954e+01,    2.46000e-01,    3.88000e-01,    5.80000e-01,    3.00000e-01,   -3.93400e+00,    9.22000e-01,   -6.50000e+00,    1.20900e+00,    1.29012e+00,    1.46867e-01,    1.04000e+00,    4.00000e-02,    1.05069e+00,    2.70521e-03,   -1.59910e-02,    1.56503e-02,   -4.19579e-02,    5.13194e-04,    1.01244e+01,    3.17363e-02,   -2.42882e-01,    4.97049e-02,    5.38012e-02,    2.58098e-02,    4.43680e-01,    1.72470e-02,    1.11667e+01,    1.41513e-01,    6.08488e-01,    1.95040e-01,    5.00336e-02,    2.78847e-02,    1.23963e-01,    7.16611e-02,    1.03598e+01,    1.36801e-01
11,    4.40800e+03,    2.81258e+02,    4.66221e+01,   -3.10890e+01,    4.20182e-03,    8.86100e+00,    2.30000e-02,    8.34900e+00,    2.60000e-02,    8.20700e+00,    1.10000e-02,    4.71079e+03,    7.29114e+01,    2.97938e+00,    5.03702e-02,    2.87439e-01,    2.51490e-02,    1.93797e-02,    9.95968e-03,    3.14050e-02,    2.57068e-02,    3.70710e-01,    3.84184e-02,    2.81258e+02,    4.66222e+01,    1.41000e-01,    1.86000e-01,    2.22000e+00,    2.50000e-01,    1.11580e+01,    8.40000e-01,    9.86100e+00,    5.18000e-01,    4.86242e-01,    4.07625e-02,    1.42000e+00,    8.00000e-02,    6.95151e-01,    2.58819e-02,    2.65887e-01,    3.28106e-02,    1.11932e-01,    9.76514e-03,    8.46679e+00,    6.99195e-02,    7.95503e-01,    1.71089e-01,    2.59329e-01,    2.39084e-02,    7.53807e-02,    6.24787e-02,    8.39912e+00,    1.30718e-01,    7.32349e-01,    1.01080e-01,    2.52226e-01,    2.22026e-02,    1.00381e-01,    3.75137e-02,    8.36734e+00,    2.24282e-01
12,    4.40800e+03,    2.81298e+02,    4.75570e+01,   -7.09616e+00,    1.08529e-02,    9.91400e+00,    2.20000e-02,    9.41400e+00,    2.10000e-02,    9.32700e+00,    1.10000e-02,    4.89824e+03,    7.95615e+01,    2.50798e+00,    4.35741e-02,   -6.69012e-02,    3.40105e-02,    1.71777e-03,    1.28427e-02,   -1.35590e-01,    3.68525e-02,    2.94850e-01,    5.37309e-02,    2.81298e+02,    4.75570e+01,    1.28000e-01,    2.58000e-01,    6.40000e-01,    3.20000e-01,    5.03000e-01,    1.09400e+00,   -6.39800e+00,    1.12500e+00,    1.63407e+00,    2.14414e-01,    1.69000e+00,    1.30000e-01,    3.66425e-01,    4.78600e-02,   -6.48784e-02,    3.44699e-02,    2.01158e-01,    1.85762e-02,    1.09738e+01,    2.95483e-02,    3.28517e-01,    2.07556e-01,   -6.52799e-02,    3.53721e-02,    2.16137e-01,    8.11665e-02,    1.10621e+01,    2.35857e-01,    3.79965e-01,    1.83299e-01,   -7.63197e-02,    3.34469e-02,    1.95258e-01,    6.86340e-02,    1.09554e+01,    1.48038e-01
13,    4.40900e+03,    2.81585e+02,    4.21332e+01,   -9.34166e+01,    9.66662e-03,    1.03210e+01,    2.20000e-02,    9.83200e+00,    2.10000e-02,    9.72800e+00,    1.10000e-02,    4.79294e+03,    7.52502e+01,    2.40016e+00,    4.56571e-02,   -3.22021e-01,    3.67333e-02,    2.41105e-01,    1.57230e-02,    1.12710e-01,    3.92716e-02,    2.27730e-01,    5.72844e-02,    2.81585e+02,    4.21331e+01,    1.73000e-01,    2.32000e-01,    4.40000e-01,    2.50000e-01,    3.16300e+00,    7.32000e-01,   -1.17220e+01,    7.29000e-01,    1.84618e+00,    1.76721e-01,    1.33000e+00,    1.20000e-01,    4.78537e-01,    4.86045e-02,   -3.03862e-01,    3.59629e-02,    1.34450e-01,    1.76884e-02,    1.13388e+01,    3.80805e-02,    8.89767e-01,    2.69728e-01,   -3.44845e-01,    4.50353e-02,   -1.56748e-02,    1.00978e-01,    1.11709e+01,    1.95528e-01,    8.87515e-01,    1.91437e-01,   -3.38657e-01,    4.57879e-02,   -1.28231e-02,    6.98274e-02,    1.12195e+01,    1.38013e-01
14,    4.40900e+03,    2.81597e+02,    4.36178e+01,   -1.84087e+01,    2.20902e-03,    7.75700e+00,    2.60000e-02,    7.23600e+00,    2.30000e-02,    7.12700e+00,    1.70000e-02,    4.86410e+03,    7.79196e+01,    2.51833e+00,    4.27515e-02,   -5.85606e-02,    3.32125e-02,   -4.05952e-04,    1.27585e-02,   -1.36500e-01,    3.55208e-02,    2.79480e-01,    5.20149e-02,    2.81597e+02,    4.36178e+01,    1.55000e-01,    2.02000e-01,    1.61000e+00,    2.20000e-01,    3.78700e+00,    7.49000e-01,    1.00260e+01,    6.30000e-01,    5.87007e-01,    5.30727e-02,    1.45000e+00,    1.30000e-01,    4.45305e-01,    6.35967e-02,   -5.18826e-02,    2.86505e-02,    1.72551e-01,    2.40024e-02,    8.77380e+00,    3.35258e-02,    4.12637e-01,    1.18259e-01,   -5.11914e-02,    2.84431e-02,    1.85221e-01,    4.58866e-02,    8.78906e+00,    1.03707e-01,    3.39985e-01,    1.99129e-01,   -6.08247e-02,    3.13016e-02,    2.12901e-01,    7.47584e-02,    8.82413e+00,    2.00618e-01
15,    5.00800e+03,    2.81598e+02,    4.31787e+01,   -1.47788e+01,    8.69384e-03,    9.91300e+00,    2.20000e-02,    9.41200e+00,    1.80000e-02,    9.30500e+00,    1.10000e-02,    4.92388e+03,    8.08058e+01,    3.15607e+00,    5.67656e-02,   -6.83334e-02,    3.45331e-02,    5.38747e-02,    1.28569e-02,   -5.80680e-02,    3.77703e-02,    1.41160e-01,    5.49019e-02,    2.81598e+02,    4.31787e+01,    1.67000e-01,    2.37000e-01,    1.47000e+00,    2.60000e-01,   -2.81700e+00,    7.78000e-01,   -1.78900e+00,    6.98000e-01,    5.59290e-01,    0.00000e+00,    1.26000e+00,    8.00000e-02,    6.86695e-01,    3.78828e-02,   -6.40408e-02,    2.44549e-02,    8.97780e-02,    1.23121e-02,    9.20574e+00,    1.37006e-01,    7.12780e-01,    7.12109e-02,   -7.30902e-02,    3.21954e-02,    8.13523e-02,    2.29187e-02,    9.17122e+00,    1.53471e-01,    6.82216e-01,    9.46684e-02,   -7.71787e-02,    3.46429e-02,    8.59551e-02,    3.42653e-02,    8.95310e+00,    2.21412e-01
16,    4.40900e+03,    2.81600e+02,    4.25352e+01,    2.73648e+01,    4.53117e-03,    9.49000e+00,    2.30000e-02,    8.92200e+00,    2.40000e-02,    8.79700e+00,    1.10000e-02,    4.70499e+03,    7.04975e+01,    2.41824e+00,    3.76496e-02,    8.26256e-02,    2.81557e-02,    3.07572e-02,    1.14097e-02,   -2.65070e-02,    2.80618e-02,    2.91840e-01,    4.21294e-02,    2.81600e+02,    4.25351e+01,    1.87000e-01,    2.62000e-01,    5.20000e-01,    2.60000e-01,   -5.20000e-01,    8.52000e-01,   -6.05400e+00,    8.59000e-01,nan,nan,    9.80000e-01,    4.00000e-02,    1.06533e+00,    5.36199e-03,    6.50908e-02,    2.66604e-02,   -3.89953e-02,    1.24242e-03,    1.02295e+01,    3.16074e-02,    4.27662e-01,    3.14068e-01,    8.17112e-02,    2.25678e-02,    1.94511e-01,    1.18457e-01,    1.05691e+01,    3.53084e-01,    7.16150e-01,    1.70135e-01,    7.86398e-02,    2.64813e-02,    8.64687e-02,    6.13250e-02,    1.03909e+01,    1.01330e-01
17,    5.00300e+03,    2.81610e+02,    4.73078e+01,   -3.41077e+01,    5.10442e-03,    9.64900e+00,    2.30000e-02,    9.05300e+00,    2.00000e-02,    8.93600e+00,    1.10000e-02,    4.73563e+03,    7.15734e+01,    2.49329e+00,    3.65154e-02,    2.02837e-01,    2.68715e-02,   -1.31634e-03,    1.03723e-02,   -9.49100e-02,    2.67744e-02,    4.62790e-01,    4.02738e-02,    2.81610e+02,    4.73077e+01,    1.59000e-01,    2.80000e-01,    2.00000e-01,    2.90000e-01,    2.74700e+00,    1.08500e+00,   -1.09250e+01,    1.28700e+00,    1.31271e+00,    1.52555e-01,    1.55000e+00,    1.70000e-01,    5.19304e-01,    4.57676e-02,    2.01004e-01,    2.24049e-02,    1.66056e-01,    1.78595e-02,    1.06143e+01,    5.69995e-02,    5.25042e-01,    6.85606e-02,    2.01308e-01,    2.26946e-02,    1.63934e-01,    2.62263e-02,    1.06140e+01,    7.58059e-02,    4.50330e-01,    1.17348e-01,    1.90436e-01,    2.48109e-02,    1.94458e-01,    4.32679e-02,    1.05819e+01,    1.09137e-01
18,    4.40900e+03,    2.81646e+02,    4.21398e+01,   -6.83982e+01,    7.76854e-03,    9.84400e+00,    2.10000e-02,    9.32900e+00,    2.10000e-02,    9.21100e+00,    1.10000e-02,    4.67483e+03,    6.95817e+01,    2.88930e+00,    5.54714e-02,   -9.36579e-02,    3.04096e-02,    1.39964e-01,    1.31213e-02,    5.85980e-02,    3.04862e-02,    2.33740e-01,    4.55604e-02,    2.81646e+02,    4.21398e+01,    2.00000e-01,    2.49000e-01,    1.03000e+00,    2.80000e-01,    2.36950e+01,    8.29000e-01,    3.71100e+00,    8.30000e-01,    9.01982e-01,    1.04628e-01,    1.23000e+00,    7.00000e-02,    5.73826e-01,    1.21346e-02,   -1.24475e-01,    7.90982e-03,    1.18502e-01,    4.04501e-03,    9.64719e+00,    5.65882e-02,    5.58748e-01,    7.19231e-02,   -1.22547e-01,    1.32787e-02,    1.24849e-01,    3.08698e-02,    9.68618e+00,    1.78644e-01,    6.94225e-01,    8.78681e-02,   -9.68612e-02,    3.31036e-02,    7.87593e-02,    3.19415e-02,    9.58149e+00,    2.25234e-01
19,    4.40800e+03,    2.81668e+02,    4.82792e+01,   -1.59595e+01,    6.30436e-03,    9.60600e+00,    2.10000e-02,    9.06300e+00,    1.80000e-02,    8.93900e+00,    1.60000e-02,    4.68444e+03,    6.93672e+01,    2.42194e+00,    3.54511e-02,    2.18092e-01,    2.58946e-02,    6.38738e-03,    1.02483e-02,   -1.11870e-01,    2.52946e-02,    4.93900e-01,    3.83012e-02,    2.81668e+02,    4.82792e+01,    1.82000e-01,    2.90000e-01,    6.90000e-01,    2.90000e-01,    2.84400e+00,    1.03600e+00,    8.24200e+00,    9.09000e-01,    1.32884e+00,    1.50606e-01,    1.53000e+00,    1.30000e-01,    5.38640e-01,    4.27553e-02,    2.08959e-01,    2.52212e-02,    1.59013e-01,    1.65669e-02,    1.05774e+01,    5.35078e-02,   -6.14005e-02,    3.70819e-01,    2.18409e-01,    2.68929e-02,    3.82763e-01,    1.38161e-01,    1.12818e+01,    4.41484e-01,    4.77285e-01,    1.65921e-01,    2.00786e-01,    2.51287e-02,    1.86588e-01,    6.11148e-02,    1.06439e+01,    1.40901e-01
20,    4.40800e+03,    2.81746e+02,    4.62555e+01,   -2.94413e+01,    7.07982e-03,    8.18600e+00,    1.90000e-02,    7.71500e+00,    2.00000e-02,    7.63800e+00,    2.40000e-02,    4.93745e+03,    8.16154e+01,    3.19128e+00,    5.80860e-02,   -1.28160e-01,    3.59288e-02,    2.69628e-03,    1.34811e-02,   -1.70970e-01,    3.97142e-02,    3.37690e-01,    5.74786e-02,    2.81746e+02,    4.62555e+01,    1.27000e-01,    2.34000e-01,    2.43000e+00,    2.70000e-01,   -1.81200e+01,    1.17100e+00,   -3.44400e+00,    1.06700e+00,    3.45557e-01,    3.00600e-02,    1.49000e+00,    7.00000e-02,    5.83524e-01,    9.23084e-03,   -1.75966e-01,    1.73968e-02,    1.10330e-01,    1.86671e-03,    7.65379e+00,    3.49377e-02,    5.93825e-01,    3.67279e-02,   -1.72151e-01,    2.53739e-02,    1.07597e-01,    9.85236e-03,    7.64340e+00,    4.69901e-02,    5.55401e-01,    9.76285e-02,   -1.14266e-01,    3.88778e-02,    1.28635e-01,    3.66327e-02,    7.82230e+00,    2.58907e-01
21,    4.40900e+03,    2.81767e+02,    4.20905e+01,   -4.77268e+01,    1.07143e-02,    9.88700e+00,    2.10000e-02,    9.41300e+00,    2.10000e-02,    9.33400e+00,    1.10000e-02,    4.98507e+03,    8.54423e+01,    2.36857e+00,    5.66472e-02,   -7.02663e-01,    4.89888e-02,    2.21110e-01,    2.04814e-02,   -2.36240e-02,    5.79667e-02,    2.33580e-01,    8.14146e-02,    2.81767e+02,    4.20905e+01,    1.67000e-01,    3.13000e-01,    5.00000e-01,    2.40000e-01,   -2.86700e+00,    6.79000e-01,   -5.61300e+00,    7.55000e-01,    1.61228e+00,    3.60192e-01,    1.02000e+00,    3.00000e-02,    1.00093e+00,    5.10197e-03,   -6.45637e-01,    3.56182e-02,   -7.88020e-02,    2.93810e-03,    1.07953e+01,    7.04153e-02,    1.00249e+00,    3.20867e-02,   -6.73656e-01,    2.89585e-02,   -8.05910e-02,    1.17281e-02,    1.07788e+01,    9.12366e-02,    7.73734e-01,    2.10785e-01,   -7.38324e-01,    1.30732e-01,    4.60275e-04,    7.64457e-02,    1.08543e+01,    2.10842e-01
22,    4.40800e+03,    2.81815e+02,    4.83457e+01,    2.01270e+01,    1.36442e-02,    1.02980e+01,    2.40000e-02,    9.78700e+00,    1.70000e-02,    9.70100e+00,    1.90000e-02,    4.97893e+03,    9.84609e+01,    2.42773e+00,    5.39691e-02,   -2.81431e-01,    3.86670e-02,    5.04843e-02,    1.71051e-02,   -7.86400e-02,    5.30760e-02,    2.38970e-01,    7.16172e-02,    2.81815e+02,    4.83457e+01,    1.73000e-01,    2.71000e-01,    7.90000e-01,    3.40000e-01,   -1.78800e+00,    1.13700e+00,   -3.42600e+00,    8.15000e-01,    1.83327e+00,    2.11565e-01,    1.26000e+00,    9.00000e-02,    4.97916e-01,    2.25008e-02,   -2.73283e-01,    3.21441e-02,    1.29614e-01,    7.81380e-03,    1.12978e+01,    2.86330e-02,    3.46529e-01,    4.56222e-01,   -2.76099e-01,    3.99976e-02,    1.92706e-01,    1.74903e-01,    1.15362e+01,    4.50720e-01,    7.51126e-01,    2.64341e-01,   -2.89657e-01,    4.20580e-02,    3.91489e-02,    9.69543e-02,    1.11654e+01,    1.68142e-01
23,    4.40900e+03,    2.81832e+02,    4.22184e+01,   -1.51850e+01,    6.50534e-03,    9.93100e+00,    2.10000e-02,    9.40000e+00,    1.80000e-02,    9.28400e+00,    1.10000e-02,    4.87650e+03,    7.88912e+01,    2.42564e+00,    4.57003e-02,   -2.20882e-01,    3.64779e-02,    8.09065e-02,    1.45103e-02,   -5.27570e-02,    3.97987e-02,    2.97500e-01,    5.77625e-02,    2.81832e+02,    4.22184e+01,    1.86000e-01,    2.73000e-01,    4.40000e-01,    2.60000e-01,    3.57400e+00,    6.98000e-01,   -1.01550e+01,    7.44000e-01,    1.60605e+00,    2.84699e-01,    1.09000e+00,    7.00000e-02,    9.75807e-01,    1.52920e-01,   -2.08701e-01,    4.53065e-02,   -3.50266e-02,    5.43922e-02,    1.07865e+01,    7.24086e-02,    6.70680e-01,    2.64101e-01,   -2.12070e-01,    4.13778e-02,    7.43119e-02,    9.57994e-02,    1.09089e+01,    1.35773e-01,    6.45482e-01,    1.92774e-01,   -2.33507e-01,    4.37663e-02,    8.21640e-02,    6.97215e-02,    1.08228e+01,    1.58784e-01
